Entry,Level1,Level2,Level3,Level4,Level5,Level6,Level7,Level8,Level10,Level11,Level12,Level9,AveWRMSSE
phdinds2024,0.2697859284502375,0.35807193266752724,0.5205220141259338,0.3559732192364288,0.45223722861835536,0.4737213132958865,0.5795934797443268,0.6126003679637378,1.2773132944778978,1.1941656652122634,1.145073779382458,0.7213415059061156,0.6633666440900974
